event_time,down_time,pressure,major_axis,minor_axis,size,user
3110388500,3110388500,0.49803925,4.996386,4.996386,0.049999997,0
3110388500,3110388500,0.49411768,4.996386,4.996386,0.049999997,0
3110388500,3110388500,0.49411768,4.996386,4.996386,0.049999997,0
3110388700,3110388700,0.49803925,6.9949403,6.9949403,0.07,0
3110388700,3110388700,0.49411768,5.995663,5.995663,0.06,0
3110388700,3110388700,0.49411768,5.995663,5.995663,0.06,0
3110388700,3110388700,0.49803925,5.995663,5.995663,0.06,0
3110389000,3110388700,0.49411768,5.995663,5.995663,0.06,0
3110389000,3110388700,0.49411768,5.995663,5.995663,0.06,0
3110389000,3110389000,0.49803925,8.993495,8.993495,0.089999996,0
3110389200,3110389000,0.49411768,7.9942174,7.9942174,0.08,0
3110389200,3110389000,0.49411768,7.9942174,7.9942174,0.08,0
3110389200,3110389200,0.49803925,5.995663,5.995663,0.06,0
3110389500,3110389200,0.49411768,5.995663,5.995663,0.06,0
3110389500,3110389200,0.4901961,4.996386,4.996386,0.049999997,0
3110389500,3110389200,0.4901961,4.996386,4.996386,0.049999997,0
3110389500,3110389500,0.47058827,4.996386,4.996386,0.049999997,0
3110389500,3110389500,0.4666667,4.996386,4.996386,0.049999997,0
3110389500,3110389500,0.4666667,4.996386,4.996386,0.049999997,0
3110389800,3110389800,0.49803925,7.9942174,7.9942174,0.08,0
3110389800,3110389800,0.49411768,6.9949403,6.9949403,0.07,0
3110389800,3110389800,0.49411768,6.9949403,6.9949403,0.07,0
3110390000,3110390000,0.49803925,6.9949403,6.9949403,0.07,0
3110390000,3110390000,0.49411768,6.9949403,6.9949403,0.07,0
3110390000,3110390000,0.49411768,6.9949403,6.9949403,0.07,0
3110390300,3110390300,0.49803925,6.9949403,6.9949403,0.07,0
3110390300,3110390300,0.49411768,5.995663,5.995663,0.06,0
3110390300,3110390300,0.49411768,5.995663,5.995663,0.06,0
3110390500,3110390500,0.49803925,6.9949403,6.9949403,0.07,0
3110390500,3110390500,0.49411768,5.995663,5.995663,0.06,0
3110390500,3110390500,0.49411768,5.995663,5.995663,0.06,0
3110390800,3110390800,0.49803925,8.993495,8.993495,0.089999996,0
3110390800,3110390800,0.49803925,8.993495,8.993495,0.089999996,0
3110390800,3110390800,0.49803925,7.9942174,7.9942174,0.08,0
3110391000,3110390800,0.49411768,6.9949403,6.9949403,0.07,0
3110391000,3110390800,0.49411768,6.9949403,6.9949403,0.07,0
3110391000,3110391000,0.49803925,7.9942174,7.9942174,0.08,0
3110391000,3110391000,0.49411768,6.9949403,6.9949403,0.07,0
3110391000,3110391000,0.49411768,6.9949403,6.9949403,0.07,0
3110391300,3110391300,0.49803925,6.9949403,6.9949403,0.07,0
3110391300,3110391300,0.49411768,6.9949403,6.9949403,0.07,0
3110391300,3110391300,0.49411768,6.9949403,6.9949403,0.07,0
3110391600,3110391600,0.49803925,5.995663,5.995663,0.06,0
3110391600,3110391600,0.49803925,5.995663,5.995663,0.06,0
3110391600,3110391600,0.49411768,4.996386,4.996386,0.049999997,0
3110391600,3110391600,0.49411768,4.996386,4.996386,0.049999997,0
3110391800,3110391800,0.49803925,8.993495,8.993495,0.089999996,0
3110391800,3110391800,0.49411768,6.9949403,6.9949403,0.07,0
3110391800,3110391800,0.49411768,6.9949403,6.9949403,0.07,0
3110392000,3110392000,0.49803925,7.9942174,7.9942174,0.08,0
3110392000,3110392000,0.49803925,7.9942174,7.9942174,0.08,0
3110392000,3110392000,0.49803925,6.9949403,6.9949403,0.07,0
3110392300,3110392000,0.49411768,6.9949403,6.9949403,0.07,0
3110392300,3110392000,0.4901961,5.995663,5.995663,0.06,0
3110392300,3110392000,0.4901961,5.995663,5.995663,0.06,0
3110392300,3110392300,0.49803925,5.995663,5.995663,0.06,0
3110392600,3110392300,0.49411768,4.996386,4.996386,0.049999997,0
3110392600,3110392300,0.49411768,4.996386,4.996386,0.049999997,0
3110392600,3110392600,0.49803925,6.9949403,6.9949403,0.07,0
3110392600,3110392600,0.49411768,6.9949403,6.9949403,0.07,0
3110392600,3110392600,0.49411768,6.9949403,6.9949403,0.07,0
3110392800,3110392800,0.49803925,7.9942174,7.9942174,0.08,0
3110392800,3110392800,0.49411768,7.9942174,7.9942174,0.08,0
3110392800,3110392800,0.49411768,7.9942174,7.9942174,0.08,0
3110393000,3110393000,0.49803925,6.9949403,6.9949403,0.07,0
3110393000,3110393000,0.49411768,6.9949403,6.9949403,0.07,0
3110393000,3110393000,0.49411768,6.9949403,6.9949403,0.07,0
3110393300,3110393300,0.49803925,7.9942174,7.9942174,0.08,0
3110393300,3110393300,0.49411768,6.9949403,6.9949403,0.07,0
3110393300,3110393300,0.49411768,6.9949403,6.9949403,0.07,0
3110393600,3110393600,0.49803925,6.9949403,6.9949403,0.07,0
3110393600,3110393600,0.49411768,5.995663,5.995663,0.06,0
3110393600,3110393600,0.49411768,5.995663,5.995663,0.06,0
3110393900,3110393900,0.49803925,7.9942174,7.9942174,0.08,0
3110393900,3110393900,0.4901961,5.995663,5.995663,0.06,0
3110393900,3110393900,0.4901961,5.995663,5.995663,0.06,0
3110393900,3110393900,0.32941177,4.996386,4.996386,0.049999997,0
3110394000,3110393900,0.32941177,4.996386,4.996386,0.049999997,0
3110394000,3110393900,0.32941177,4.996386,4.996386,0.049999997,0
3110394000,3110393900,0.32941177,4.996386,4.996386,0.049999997,0
3110394000,3110393900,0.3254902,4.996386,4.996386,0.049999997,0
3110394000,3110393900,0.3254902,4.996386,4.996386,0.049999997,0
3110394000,3110394000,0.28627452,2.9978316,2.9978316,0.03,0
3110394400,3110394000,0.28627452,2.9978316,2.9978316,0.03,0
3110394400,3110394400,0.49803925,6.9949403,6.9949403,0.07,0
3110394600,3110394400,0.49411768,5.995663,5.995663,0.06,0
3110394600,3110394400,0.49411768,5.995663,5.995663,0.06,0
3110395000,3110395000,0.49803925,5.995663,5.995663,0.06,0
3110395000,3110395000,0.49411768,5.995663,5.995663,0.06,0
3110395000,3110395000,0.49411768,5.995663,5.995663,0.06,0
3110395000,3110395000,0.49803925,7.9942174,7.9942174,0.08,0
3110395100,3110395000,0.49803925,6.9949403,6.9949403,0.07,0
3110395100,3110395000,0.49803925,6.9949403,6.9949403,0.07,0
3110395100,3110395100,0.49803925,6.9949403,6.9949403,0.07,0
3110395400,3110395100,0.49803925,6.9949403,6.9949403,0.07,0
3110395400,3110395400,0.49803925,8.993495,8.993495,0.089999996,0
3110395600,3110395400,0.49411768,8.993495,8.993495,0.089999996,0
3110395600,3110395400,0.49411768,8.993495,8.993495,0.089999996,0
3110395600,3110395600,0.49803925,5.995663,5.995663,0.06,0
3110395600,3110395600,0.49803925,6.9949403,6.9949403,0.07,0
3110396000,3110395600,0.49411768,5.995663,5.995663,0.06,0
3110396000,3110395600,0.49411768,5.995663,5.995663,0.06,0
3110396000,3110396000,0.49803925,5.995663,5.995663,0.06,0
3110396200,3110396000,0.49411768,5.995663,5.995663,0.06,0
3110396200,3110396000,0.49411768,5.995663,5.995663,0.06,0
3110396200,3110396200,0.47450984,4.996386,4.996386,0.049999997,0
3110396400,3110396200,0.47058827,4.996386,4.996386,0.049999997,0
3110396400,3110396200,0.47058827,4.996386,4.996386,0.049999997,0
3110396400,3110396400,0.49803925,5.995663,5.995663,0.06,0
3110396700,3110396400,0.49803925,6.9949403,6.9949403,0.07,0
3110396700,3110396400,0.49803925,6.9949403,6.9949403,0.07,0
3110396700,3110396400,0.49803925,6.9949403,6.9949403,0.07,0
3110396700,3110396400,0.49803925,6.9949403,6.9949403,0.07,0
3110396700,3110396400,0.49803925,6.9949403,6.9949403,0.07,0
3110396700,3110396400,0.49411768,6.9949403,6.9949403,0.07,0
3110396700,3110396400,0.49411768,6.9949403,6.9949403,0.07,0
3110397000,3110397000,0.49803925,7.9942174,7.9942174,0.08,0
3110397000,3110397000,0.49411768,6.9949403,6.9949403,0.07,0
3110397000,3110397000,0.49411768,6.9949403,6.9949403,0.07,0
3110397000,3110397000,0.49803925,5.995663,5.995663,0.06,0
3110397200,3110397000,0.4901961,4.996386,4.996386,0.049999997,0
3110397200,3110397000,0.4901961,4.996386,4.996386,0.049999997,0
3110397200,3110397200,0.49803925,5.995663,5.995663,0.06,0
3110397400,3110397200,0.49803925,5.995663,5.995663,0.06,0
